"OBÈINE","VRSTA ODJEMALCA","2020M01 (zaèasni podatki)","2020M02 (zaèasni podatki)","2020M03 (zaèasni podatki)","2020M04 (zaèasni podatki)","2020M05 (zaèasni podatki)","2020M06 (zaèasni podatki)","2020M07 (zaèasni podatki)","2020M08 (zaèasni podatki)","2020M09 (zaèasni podatki)","2020M10 (zaèasni podatki)","2020M11 (zaèasni podatki)","2020M12 (zaèasni podatki)","2021M01 (zaèasni podatki)","2021M02 (zaèasni podatki)","2021M03 (zaèasni podatki)","2021M04 (zaèasni podatki)","2021M05 (zaèasni podatki)","2021M06 (zaèasni podatki)","2021M07 (zaèasni podatki)","2021M08 (zaèasni podatki)","2021M09 (zaèasni podatki)","2021M10 (zaèasni podatki)","2021M11 (zaèasni podatki)","2021M12 (zaèasni podatki)","2022M01 (zaèasni podatki)","2022M02 (zaèasni podatki)","2022M03 (zaèasni podatki)","2022M04 (zaèasni podatki)","2022M05 (zaèasni podatki)","2022M06 (zaèasni podatki)","2022M07 (zaèasni podatki)","2022M08 (zaèasni podatki)","2022M09 (zaèasni podatki)"
"Velenje","Gospodinjstva",3586960,3227789,3646432,3323189,3238186,2922657,2977835,3059161,2941544,3394615,3613145,4072678,3980793,3387955,3636943,3316228,3169715,2943549,2846738,2856373,2811303,3220948,3374922,3887387,3798222,3147875,3371067,3047832,2804359,2681270,2734373,2676068,2740442
"Velenje","Poslovni subjekti",7238311,6367164,5749568,4628442,6107679,7183745,7560778,7978566,8241482,7408015,6793778,6603167,7042349,6796528,7493835,6378349,7379577,8524788,8104284,8371808,8850229,7951499,7387241,7193092,7456551,6641265,7648552,7203926,8462148,8455875,7980043,7446897,7692256
"Velika Polana","Vrsta odjemalca - SKUPAJ",365395,298100,316863,270267,257177,249814,260615,260391,254823,295693,318142,1361779,956031,827954,764611,535652,380075,282615,288615,282780,268188,422060,806477,1009976,992677,314253,1169267,493946,305517,270539,284360,278566,266729
"Velika Polana","Gospodinjstva",219193,174873,193664,175163,163469,160886,167145,168145,157108,174048,195876,236637,226434,191772,192423,180790,171520,172915,172801,165536,156956,183819,197699,253446,233641,185307,206471,165054,163217,157328,164902,158657,152319
"Velika Polana","Poslovni subjekti",146202,123227,123199,95104,93708,88928,93470,92246,97715,121645,122266,1125142,729597,636182,572188,354862,208555,109700,115814,117244,111232,238241,608778,756530,759036,128946,962796,328892,142300,113211,119458,119909,114410
"Velike Lašèe","Vrsta odjemalca - SKUPAJ",1046452,905848,956887,872166,879065,841246,852244,822578,962563,1008249,1024674,1186905,1221484,986659,1022777,986191,897091,810423,790399,796326,807877,972805,1033948,1257194,1249812,1015274,1082285,916392,817055,770875,756731,782411,804124
"Velike Lašèe","Gospodinjstva",764753,653826,713831,666476,660788,600925,609148,595083,720173,767639,798664,955407,985136,772898,803831,756652,674178,574940,553205,569938,577142,728763,783136,1002942,973361,775824,819394,698385,595384,543664,536886,540822,572983
"Velike Lašèe","Poslovni subjekti",281699,252022,243056,205690,218277,240321,243096,227495,242390,240610,226010,231498,236348,213761,218946,229539,222913,235483,237194,226388,230735,244042,250812,254252,276451,239450,262891,218007,221671,227211,219845,241589,231141
"Veržej","Vrsta odjemalca - SKUPAJ",623283,505099,442284,301669,297273,382310,461388,477606,453170,465967,407496,512030,491199,428492,467977,336272,395760,448066,472271,457172,437879,552316,547243,646641,615013,505811,540534,478630,436098,440620,456801,437964,421893
"Veržej","Gospodinjstva",287546,220507,245395,200754,181473,164830,174373,178755,169314,214910,254273,322982,298705,254510,254737,224463,202121,176827,179120,176033,171015,237183,265917,336159,335155,265404,272568,217198,173787,164893,172406,170715,173590
"Veržej","Poslovni subjekti",335737,284592,196889,100915,115800,217480,287015,298851,283856,251057,153223,189048,192494,173982,213240,111809,193639,271239,293151,281139,266864,315133,281326,310482,279858,240407,267966,261432,262311,275727,284395,267249,248303
"Videm","Vrsta odjemalca - SKUPAJ",1329443,1068542,1099193,946834,944496,906545,915811,955852,929870,1007880,1047396,1289000,1278917,1073735,1128393,1014509,970319,918618,911217,916935,913771,1061078,1118961,1371198,1352075,1081497,1174448,1002474,906835,879700,885068,891013,905033
"Videm","Gospodinjstva",1014096,812557,874206,776066,736917,680718,690981,694356,665122,774908,886733,1056756,1039326,853136,887663,809242,752106,685836,681055,674996,660939,813363,869165,1096579,1069510,845693,914347,787868,676412,645242,659927,642737,652251
"Videm","Poslovni subjekti",315347,255985,224987,170768,207579,225827,224830,261496,264748,232972,160663,232244,239591,220599,240730,205267,218213,232782,230162,241939,252832,247715,249796,274619,282565,235804,260101,214606,230423,234458,225141,248276,252782
"Vipava","Vrsta odjemalca - SKUPAJ",1915292,1693211,1789786,1559304,1569790,1593275,1747042,1712251,1706029,1677245,1665618,1833193,1941878,1664361,1794269,1621010,1599940,1684279,1792814,1736583,1665157,1766838,1784799,2039184,2063249,1767179,1916034,1678964,1678064,1798947,1921467,1815776,1679639
"Vipava","Gospodinjstva",957151,812618,886802,744483,698215,652481,699905,741547,703189,813223,888484,1036295,1111818,917874,917696,818796,748080,698947,743526,730047,692715,823331,872006,1095648,1103369,919264,935648,801909,683546,704502,776205,729665,687266
"Vipava","Poslovni subjekti",958141,880593,902984,814821,871575,940794,1047137,970704,1002840,864022,777134,796898,830060,746487,876573,802214,851860,985332,1049288,1006536,972442,943507,912793,943536,959880,847915,980386,877055,994518,1094445,1145262,1086111,992373
"Vitanje","Vrsta odjemalca - SKUPAJ",874846,788615,796905,628629,640283,616624,558710,611386,720575,735542,792900,776976,862303,765502,836507,693874,726537,642183,632157,594511,657898,753028,793345,793971,814806,712478,804855,668980,656589,645388,627358,576439,673311
"Vitanje","Gospodinjstva",353276,309871,320792,301325,296032,279038,279733,283777,280724,315508,326551,387645,384948,312842,323693,314686,295686,267618,266054,265739,261453,304378,318952,378171,362416,297465,313864,282573,253634,236959,251047,246304,247145
"Vitanje","Poslovni subjekti",521570,478744,476113,327304,344251,337586,278977,327609,439851,420034,466349,389331,477355,452660,512814,379188,430851,374565,366103,328772,396445,448650,474393,415800,452390,415013,490991,386407,402955,408429,376311,330135,426166
"Vodice","Vrsta odjemalca - SKUPAJ",1488487,1211358,1278257,1086070,1016389,931063,939200,943044,980333,1180907,1398340,1565551,1620178,1289941,1371251,1205681,1100997,980325,962935,952440,987479,1225441,1377321,1601041,1673683,1341072,1400847,1162542,1013778,953758,952982,923168,983223
"Vodice","Gospodinjstva",1094637,883508,939321,803897,727941,641092,624537,645762,669323,845252,1047282,1181315,1220835,954989,1000699,881407,781510,669400,639071,645403,656344,870233,989126,1241165,1256929,984482,1014930,842994,698751,632652,639200,623669,665560
"Vodice","Poslovni subjekti",393850,327850,338936,282173,288448,289971,314663,297282,311010,335655,351058,384236,399343,334952,370552,324274,319487,310925,323864,307037,331135,355208,388195,359876,416754,356590,385917,319548,315027,321106,313782,299499,317663
"Vojnik","Vrsta odjemalca - SKUPAJ",2368955,1976011,2038207,1862485,1800344,1735787,1783671,1818476,1786863,1996475,2145002,2472793,2455016,2064880,2182789,1994168,1877209,1821403,1812858,1762073,1727098,1956125,2098568,2670308,2494977,2009513,2164309,1899328,1754550,1723438,1738120,1705880,1690287
"Vojnik","Gospodinjstva",1619048,1322153,1410527,1329389,1212701,1097331,1113176,1133119,1107531,1313252,1509720,1774447,1771217,1437010,1494694,1380452,1235963,1121073,1103829,1097630,1083959,1306879,1433196,1850865,1732013,1373492,1459961,1257510,1102604,1038500,1042029,1018974,1038804
"Vojnik","Poslovni subjekti",749907,653858,627680,533096,587643,638456,670495,685357,679332,683223,635282,698346,683799,627870,688095,613716,641246,700330,709029,664443,643139,649246,665372,819443,762964,636021,704348,641818,651946,684938,696091,686906,651483
"Vransko","Vrsta odjemalca - SKUPAJ",873185,796663,755464,674886,697817,703468,751104,778406,762017,748430,726515,847931,820409,730811,765835,716301,744427,743334,742078,762272,725093,800257,801536,944706,907161,756824,840575,760394,731298,731966,742891,749223,719816
"Vransko","Gospodinjstva",420422,398615,393474,368854,354177,324609,329279,337412,343486,377728,416669,496746,462578,407830,408086,380255,357900,330568,319699,329916,314282,383397,393624,484811,457944,360417,394329,350610,306985,298846,304886,303075,293956
"Vransko","Poslovni subjekti",452763,398048,361990,306032,343640,378859,421825,440994,418531,370702,309846,351185,357831,322981,357749,336046,386527,412766,422379,432356,410811,416860,407912,459895,449217,396407,446246,409784,424313,433120,438005,446148,425860
"Vrhnika","Vrsta odjemalca - SKUPAJ",5988151,5326657,5355233,4332844,4358486,4159650,4282246,4192713,4433975,4998651,5529249,6024844,6198939,5295432,5676548,4941109,4938525,4478631,4514857,4192598,4361207,5222211,5697324,6533114,6378342,5338330,5748702,4800903,4452722,4274892,4236275,4203935,4176813
"Vrhnika","Gospodinjstva",3091943,2616320,2752460,2437218,2161554,1879363,1851781,1888561,1907660,2418483,2906419,3338177,3438406,2771269,2828984,2552697,2243613,1914535,1823639,1850463,1865892,2531945,2822045,3557461,3513159,2796651,2950261,2445586,2027032,1839942,1829146,1814480,1954777
"Vrhnika","Poslovni subjekti",2896208,2710337,2602773,1895626,2196932,2280287,2430465,2304152,2526315,2580168,2622830,2686667,2760533,2524163,2847564,2388412,2694912,2564096,2691218,2342135,2495315,2690266,2875279,2975653,2865183,2541679,2798441,2355317,2425690,2434950,2407129,2389455,2222036
"Vuzenica","Vrsta odjemalca - SKUPAJ",2942105,2605138,3303245,1351773,1290513,2517174,2940542,2338008,3208318,3213233,3159135,2967855,3362074,3370240,3608177,2919090,3264880,3168782,3097640,1958540,2935243,2254890,2472130,2591806,2976673,2749727,3303077,2497388,2761110,2773163,2851986,1795465,2580049
"Vuzenica","Gospodinjstva",536241,441728,464465,410059,370949,378550,330118,340254,339333,412100,477626,560827,586523,477219,484860,430923,383872,333351,328584,336895,333460,417264,460414,638992,612140,450676,492278,429976,325879,309300,316602,310787,321672
"Vuzenica","Poslovni subjekti",2405864,2163410,2838780,941714,919564,2138624,2610424,1997754,2868985,2801133,2681509,2407028,2775551,2893021,3123317,2488167,2881008,2835431,2769056,1621645,2601783,1837626,2011716,1952814,2364533,2299051,2810799,2067412,2435231,2463863,2535384,1484678,2258377
"Zagorje ob Savi","Vrsta odjemalca - SKUPAJ",5839110,5070940,5258972,4740293,4765288,4599592,4844974,4277241,4861956,5187407,5407627,5653990,5961593,5236925,5758379,5272101,5165240,4796786,4791649,4467983,4839350,5311193,5632093,6151425,6272640,5367222,5860470,4962848,4753931,4592698,4436518,4147109,4627996
"Zagorje ob Savi","Gospodinjstva",2704062,2321581,2520675,2462862,2252381,2062194,2086917,2033014,2070419,2344475,2698656,2968962,3214523,2617748,2753806,2581351,2253190,1948221,1850027,1895772,1911183,2375562,2716649,3189926,3242411,2632335,2756166,2306292,1913468,1725655,1722885,1679866,1818008
"Zagorje ob Savi","Poslovni subjekti",3135048,2749359,2738297,2277431,2512907,2537398,2758057,2244227,2791537,2842932,2708971,2685028,2747070,2619177,3004573,2690750,2912050,2848565,2941622,2572211,2928167,2935631,2915444,2961499,3030229,2734887,3104304,2656556,2840463,2867043,2713633,2467243,2809988
"Zavrè","Vrsta odjemalca - SKUPAJ",309214,254235,264772,232427,248621,223912,232556,237865,220581,240092,277100,246858,317081,263484,284100,252747,237393,209450,220568,216816,211596,249911,279608,377457,326675,265342,292414,250254,219355,211433,218918,215397,217222
"Zavrè","Gospodinjstva",213920,175591,187473,169354,208316,162662,166919,171939,161404,171052,200361,160077,228065,189966,204867,183805,173295,150429,158520,154100,148876,177015,196117,284723,233807,186210,210240,179915,156367,148774,153534,150023,153089
"Zavrè","Poslovni subjekti",95294,78644,77299,63073,40305,61250,65637,65926,59177,69040,76739,86781,89016,73518,79233,68942,64098,59021,62048,62716,62720,72896,83491,92734,92868,79132,82174,70339,62988,62659,65384,65374,64133
"Zreèe","Vrsta odjemalca - SKUPAJ",8688700,8572480,7478389,3833834,3984271,5748385,7897669,6785990,9046635,9064458,8459271,7248806,8333984,7870483,8755398,7678985,8239561,8524260,8536363,6496538,7818958,6431587,6676580,7527984,8262687,7925610,8567775,6885944,7745215,8318791,7563659,6328458,8011410
"Zreèe","Gospodinjstva",1099081,952168,1014451,919652,947515,823682,827388,813865,806073,961522,1031643,1244805,1207438,991333,1047954,954679,905087,818972,794595,804507,803402,948134,1005266,1275667,1191769,999077,1050663,920890,807475,733631,767482,740688,782050
"Zreèe","Poslovni subjekti",7589619,7620312,6463938,2914182,3036756,4924703,7070281,5972125,8240562,8102936,7427628,6004001,7126546,6879150,7707444,6724306,7334474,7705288,7741768,5692031,7015556,5483453,5671314,6252317,7070918,6926533,7517112,5965054,6937740,7585160,6796177,5587770,7229360
"Žalec","Vrsta odjemalca - SKUPAJ",12196528,11182049,10950640,8682064,9336865,10344359,10652227,10768896,11548969,12098534,12093830,12060201,12501331,11271046,12264255,11001773,10960230,10940805,10464054,10305890,10951666,11771290,12147108,12513926,12482254,11093645,12218601,10575387,10681030,10676719,9696102,10134574,10942875
"Žalec","Gospodinjstva",4062203,3401713,3637981,3183422,2965507,2678482,2646352,2713249,2743729,3277475,3725473,4404472,4352908,3561988,3677706,3343929,3029784,2713999,2613001,2607259,2647086,3259365,3618717,4670714,4411186,3507327,3718244,3150112,2651330,2445019,2454735,2413635,2542093
"Žalec","Poslovni subjekti",8134325,7780336,7312659,5498642,6371358,7665877,8005875,8055647,8805240,8821059,8368357,7655729,8148423,7709058,8586549,7657844,7930446,8226806,7851053,7698631,8304580,8511925,8528391,7843212,8071068,7586318,8500357,7425275,8029700,8231700,7241367,7720939,8400782
"Železniki","Vrsta odjemalca - SKUPAJ",3572003,3329016,3410820,2738984,2627724,2927174,3073907,2988488,3338452,3387815,3384121,3257462,3581730,3233513,3555997,3171900,3290644,3340774,3170439,2959913,3256875,3286089,3315451,3423509,3678861,3223583,3544774,2907122,3151010,3248171,2890092,2845313,3033335
"Železniki","Gospodinjstva",956550,822346,899191,803042,780549,726036,711155,712064,705747,830630,898513,966167,1051907,866001,890461,818304,770769,706859,668278,675274,681418,807928,856045,1028307,1027941,845136,875494,772495,701975,685122,651066,652006,685926
"Železniki","Poslovni subjekti",2615453,2506670,2511629,1935942,1847175,2201138,2362752,2276424,2632705,2557185,2485608,2291295,2529823,2367512,2665536,2353596,2519875,2633915,2502161,2284639,2575457,2478161,2459406,2395202,2650920,2378447,2669280,2134627,2449035,2563049,2239026,2193307,2347409
"Žetale","Vrsta odjemalca - SKUPAJ",232172,202160,207693,210854,195567,196483,200895,203259,183620,204441,212414,245756,248787,209642,222128,220270,207431,200582,201098,200957,190698,212979,216257,259609,243039,207631,224168,200903,192073,190369,196095,186734,177570
"Žetale","Gospodinjstva",156314,139995,150023,164614,147446,143302,145489,148400,136443,152514,160318,183559,179877,152138,158253,160902,152192,142392,146793,144638,139432,157061,157109,181937,175554,146102,157397,145031,140352,137034,143745,139771,134111
"Žetale","Poslovni subjekti",75858,62165,57670,46240,48121,53181,55406,54859,47177,51927,52096,62197,68910,57504,63875,59368,55239,58190,54305,56319,51266,55918,59148,77672,67485,61529,66771,55872,51721,53335,52350,46963,43459
"Žiri","Vrsta odjemalca - SKUPAJ",2383101,2151214,2181154,1746990,1785684,1818597,2025435,1925746,2063552,2201822,2212238,2303869,2483867,2116918,2341941,2118156,2109265,2090274,2249558,1909762,2075392,2190707,2305029,2471226,2551992,2218805,2510603,2170764,2214449,2280227,2238314,2015106,2154145
"Žiri","Gospodinjstva",876881,683359,758148,657854,606131,558918,539160,548161,573319,675269,749995,844847,919144,714912,760871,671310,625607,533354,549291,542870,543592,659839,725421,860092,861668,715505,734664,666764,570539,525367,517199,522985,555820
"Žiri","Poslovni subjekti",1506220,1467855,1423006,1089136,1179553,1259679,1486275,1377585,1490233,1526553,1462243,1459022,1564723,1402006,1581070,1446846,1483658,1556920,1700267,1366892,1531800,1530868,1579608,1611134,1690324,1503300,1775939,1504000,1643910,1754860,1721115,1492121,1598325
"Žirovnica","Vrsta odjemalca - SKUPAJ",1988583,1851668,1866723,1378392,1429364,1502699,1630443,1655674,1403482,1381689,1286065,1357995,1559774,1285764,1359167,1247273,1209762,1133570,1157085,1368446,1448985,1670294,1760485,1911066,2028615,1839014,2095063,1755403,1732079,1837815,1839910,1758664,1740057
"Žirovnica","Gospodinjstva",754883,650711,711219,631647,602195,568394,517801,520289,522539,652846,728017,855523,923302,718520,737927,671101,620581,510993,503892,514746,515965,641604,713899,775020,833139,691024,724613,624029,517565,464516,469420,472052,505216
"Žirovnica","Poslovni subjekti",1233700,1200957,1155504,746745,827169,934305,1112642,1135385,880943,728843,558048,502472,636472,567244,621240,576172,589181,622577,653193,853700,933020,1028690,1046586,1136046,1195476,1147990,1370450,1131374,1214514,1373299,1370490,1286612,1234841
"Žužemberk","Vrsta odjemalca - SKUPAJ",1505494,1377395,1459095,1220404,1282529,1320780,1396808,1400264,1483740,1566653,1553835,1628870,1649526,1447092,1572568,1480742,1489010,1492271,1489354,1413845,1475038,1568887,1610398,1718388,1679877,1483342,1621680,1462442,1499011,1499643,1478778,1423612,1493101
"Žužemberk","Gospodinjstva",671567,574493,621707,582841,560517,525877,551523,559319,555818,601893,648584,742050,746892,617620,635305,600677,570626,546144,547295,543669,525813,597563,619104,724287,712473,596654,636526,567754,535056,518258,540747,526631,521020
"Žužemberk","Poslovni subjekti",833927,802902,837388,637563,722012,794903,845285,840945,927922,964760,905251,886820,902634,829472,937263,880065,918384,946127,942059,870176,949225,971324,991294,994101,967404,886688,985154,894688,963955,981385,938031,896981,972081
"Neznano","Vrsta odjemalca - SKUPAJ",29017,22389,22930,18062,18787,18589,13309,18952,30153,28126,40370,33002,51575,28973,25908,21762,20601,45013,22074,47624,32097,21822,24878,36553,49718,31916,28610,20753,20684,155232,15872,23532,23555
"Neznano","Gospodinjstva",22862,17515,18972,15944,13928,10325,11684,11602,24406,15391,20407,27325,29753,21193,20948,18009,15667,41880,12447,12942,13285,18204,20682,28043,25313,21343,23572,16882,13075,136650,11376,10455,18701
"Neznano","Poslovni subjekti",6155,4874,3958,2118,4859,8264,1625,7350,5747,12735,19963,5677,21822,7780,4960,3753,4934,3133,9627,34682,18812,3618,4196,8510,24405,10573,5038,3871,7609,18582,4496,13077,4854
